 ,,,,,,,,,,,,,,,
敏感词,Sensitive Word,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,第一次测试日期/结果 Date/Result of Test 1,,第二次测试日期/结果 Date/Result of Test 2,,第三次测试日期/结果 Date/Result of Test 3,,第四次测试日期/结果 Date/Result of Test 4,,第五次测试日期/结果 Date/Result of Test 5,,第六次测试日期/结果 Date/Result of Test 6,,"“中国数字时代敏感词开源研究项目”是网站《中国数字时代》的一个研究项目，目前在更新新浪微博搜索敏感词列表。请网友参与，提供敏感词线索，共同构建和完善该敏感词列表。
"
支持香港,support Hong Kong,http://wp.me/p2pAV0-Ke1,2014-09-29,Y,2014-10-01,Y,2014-10-15,Y,,,,,,,
今天我们都是香港人,today we are all Hong Kongers,http://wp.me/p2pAV0-Ke1,2014-09-29,Y,2014-10-01,Y,2014-10-15,Y,,,,,,,
instagram＋屏蔽,Instagram + block,http://wp.me/p2pAV0-Ke1,2014-09-29,Y,2014-10-01,N,,,,,,,,,
instagram＋被墙,"Instagram + be ""walled""",http://wp.me/p2pAV0-Ke1,2014-09-29,Y,2014-10-01,N,,,,,,,,,
819讲话,August 19 speech,http://wp.me/p2pAV0-Ke1,2014-09-29,Y,,,,,,,,,,,
我们愿意承受不公,we are willing to endure injustice,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
因为正义不会迟到,because justice will not be late,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
炎黄春秋＋主管单位,Yanhuang Chunqiu + governing body,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
炎黄春秋＋独立,Yanhuang Chunqiu + independence,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
芮成钢＋令计划,Rui Chenggang + Ling Jihua,http://wp.me/p2pAV0-KaX,2014-09-23,Y,2014-11-06,Y,,,,,,,,,
习＋微信,Xi + WeChat,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
习＋谷,Xi + Gu,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
废习,waste Xi,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
彭阿姨,Aunt Peng,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
老人干政,old man messing around in politics (i.e. Jiang Zemin),http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
总政＋知情干部,[PLA] General Political Department + cadres in the know,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
刘远东,Liu Yuandong,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
陈世炬,Chen Shijiu,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
梅妍凌,Mei Yanling,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
梅道德,Moral Mei,http://wp.me/p2pAV0-KaX,2014-09-23,Y,,,,,,,,,,,
刘云删,Liu Yundelete,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
军中最爱,armed forces' most beloved,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
邓孙子,Grandson Deng [Xiaoping],http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
邓小平之孙,Deng Xiaoping's grandson,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
于浩宸,Yu Haochen,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
习派,Xi faction,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
小习,Little Xi,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
刁大大,Tricky Daddy,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
送瘟神,send away the plague god,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
送温神,send away the god of warmth,http://wp.me/p2pAV0-K8h,2014-09-18,Y,,,,,,,,,,,
王波＋叙利亚,Wang Bo + Syria,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
王波＋圣战,Wang Bo + jihad,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
马元＋舅舅,Ma Yuan + uncle,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
央视主播,CCTV anchor,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,2014-11-06,Y,,,,,,,,,
江＋金蟾,Jiang + golden toad,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
膀胱癌＋301医院,bladder cancer + Hospital 301,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
自由微博,FreeWeibo,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
Freeweibo,Freeweibo,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
许志永＋新,Xu Zhiyong + New [Citizens Movement],http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
（许）志永＋公民,(Xu) Zhiyong + citizens,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
XZY,XZY,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
许ZY,Xu ZY,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
习＋老师,Xi + teacher,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
习＋涉嫌,Xi + be a suspect,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
周永康＋法办,Zhou Yongkang + punish according to law,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,2015-01-29,Y,,,,,,,,,
中共第一贪,CCP's most corrupt,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
薄＋中共高层,Bo + CCP high level,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
薄＋急先锋,Bo + daring vanguard,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
我们要工作,we want to work,http://wp.me/p2pAV0-K4Y,2014-09-12,Y,,,,,,,,,,,
民有钱＋你贪,the people have money + you are corrupt,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有女＋你奸,the people have women + you rape,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有房＋你拆,the people have homes + you tear down,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有话＋你删,the people have words + you delete,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有难＋你演,the people have troubles + you perform,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有冤＋你关,the people have grievances + you lock [them] up,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有事＋你推,the people have issues + you reject,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
民有疑＋你编,the people have doubts + you edit,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
APEC会议＋反腐,APEC Summit + anti-corruption,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
刘汉＋永康,Liu Han + [Zhou] Yongkang,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
苹果日报＋习,Apple Daily + Xi [Jinping],http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
新皇帝 ,new emperor,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
习＋上位,Xi + top seat,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
习＋首长,Xi + chief,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
薄＋红二代,Bo [Xilai] + red second generation,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
地下刊物,underground publications,http://wp.me/p2pAV0-K1g,2014-09-05,Y,,,,,,,,,,,
（李）克强＋激光笔,(Li) Keqiang + laser pointer,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
徐才厚＋刘源,Xu Caihou + Liu Yuan,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
令计划＋运城,Ling Jihua + Yuncheng,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
李伟东＋习近平,Li Weidong + Xi Jinping,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
胡苏平,Hu Suping,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
邓家族,Deng family,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
温（家宝）＋贪污,Wen (Jiabao) + corruption,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
黑衣＋律师,black clothes + lawyers,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
非法传唤,illegal subpoena,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
财产公开＋人大代表,asset disclosure + NPC delegates,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
网络监控,Internet surveillance,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
网宣办,Internet Propaganda Office,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
新疆＋管制,Xinjiang + control,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
毛匪,Mao bandit,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
退d,leave the party (i.e. CCP),http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
阳光卫视＋陈平,Sun Satellite Television + Chen Ping,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
力远超,Li Yuanchao,http://wp.me/p2pAV0-JY2,2014-08-29,Y,,,,,,,,,,,
万润南,Wan Runnan,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
邓卓棣,Deng Zhuodi,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
陈元＋阿里巴巴,Chen Yuan + Alibaba,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
王军＋阿里,Wang Jun + Ali,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
国开行＋阿里巴巴,China Development Bank + Alibaba,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
（刘）云山＋阿里巴巴,[Liu] Yunshan + Alibaba,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
yunshan＋阿里,[Liu] Yunshan + Ali,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
孙子＋阿里巴巴,grandson + Alibaba,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
纽约时报＋阿里巴巴,New York Times + Alibaba,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
江志成＋路透社,Jiang Zhicheng + Reuters,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
江志成＋孙子,Jiang Zhicheng + grandson,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
江志成＋私募,Jiang Zhicheng + private equity,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
当今皇上,reigning emperor,http://wp.me/p2pAV0-JUq,2014-08-21,Y,2015-05-07,Y,,,,,,,,,
反腐＋体制,anti-corruption + system,http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
团系,tuanxi (tuanpai),http://wp.me/p2pAV0-JUq,2014-08-21,Y,,,,,,,,,,,
高智晟,Gao Zhisheng,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
邓小平＋坦克,Deng Xiaoping + tank,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
四环＋枪声,Fourth Ring [Road] + gunfire,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
找肾源,find source of kidneys,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
提供肾源,provide source of kidneys,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
Tohti,[Ilham] Tohti,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
保守派,conservative party,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
克强＋艾滋,[Li] Keqiang + AIDS,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
总理＋艾滋,premier + AIDS,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
铁流,Tie Liu,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
窑洞党,cave party,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
爱国家不等于爱朝廷,love of country is not the same as love of government,http://wp.me/p2pAV0-JRq,2014-08-15,Y,,,,,,,,,,,
郭美美＋刘,Guo Meimei + Liu,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
郭美美＋云山,Guo Meimei + Yunshan,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
郭美美＋后台,Guo Meimei + backstage [supporter],http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
郭美美＋大老虎,Guo Meimei + big tiger,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
郭美美＋领导,Guo Meimei + leader,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
13+命案,13 + homicide case,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
29+情妇,29 + mistress,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
最高法＋腐败,Supreme Court + corrupt,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
华数＋敏感画面,Wasu + sensitive screen,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
华数＋被黑,Wasu + be hacked,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
温州有线＋敏感画面,Wenzhou cable + sensitive screen,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
吴志明＋江,Wu Zhiming + Jiang,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
何挺,He Ting,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
抹黑习,disgrace Xi,http://wp.me/p2pAV0-JNV,2014-08-08,Y,,,,,,,,,,,
机顶盒＋被黑,set-top box + be hacked,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
机顶盒＋黑客,set-top box + hacker,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
机顶盒＋入侵,set-top box + infiltrate,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
有线电视＋被黑,cable TV + be hacked,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
有线电视＋黑客,cable TV + hacker,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
有线电视＋入侵,cable TV + infiltrate,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
温州电视＋被黑,Wenzhou TV + be hacked,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
温州电视＋黑客,Wenzhou TV + hacker,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
温州电视＋入侵,Wenzhou TV + infiltrate,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
周永康＋老巢,Zhou Yongkang + rat,http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
周（永）康＋温,Zhou (Yong)kang + Wen [Jiabao],http://wp.me/p2pAV0-JKe,2014-08-01,Y,,,,,,,,,,,
JZM,JZM (Jiang Zemin),http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
JZ民,JZmin (Jiang Zemin),http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
zemin,[Jiang] zemin,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
江Z民,Jiang Zmin,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
习＋周,Xi + Zhou,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
周永康家族,Zhou Yongkang Family,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
周薄,Zhou Bo,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
康＋方便面,Kang + instant noodles,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
康师傅＋老虎,Master Kang + tiger,http://wp.me/p2pAV0-JJ8,2014-07-31,Y,,,,,,,,,,,
蛤蟆（复测）,toad (retested),http://wp.me/p2pAV0-JJ8,2014-07-30,Y,,,,,,,,,,,
莎车＋爆炸,Shache + explosion,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
喀什＋爆炸,Kashgar + explosion,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
新疆＋爆炸,XInjiang + explosion,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
莎车＋出大事,Shache + major event happened,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
喀什＋出大事,Kashgar + major event happened,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
新疆＋出大事,Xinjiang + major event happened,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
莎车＋通信管制,Shache + communication control,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
喀什＋通信管制,Kasghar + communication control,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
新疆＋通信管制,Xinjiang + communication control,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
G将军＋出逃,General G + flee,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
郭将军＋出逃,General Guo + flee,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
郭＋男扮女装,Guo + dress in drag,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
郭正刚,Guo Zhenggang,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
克拉娃,Carat Baby,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
习王,Xi Wang,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
zheng变,coup d’état,http://wp.me/p2pAV0-JHT,2014-07-28,Y,,,,,,,,,,,
阿里巴巴＋红二代,Alibaba + red second generation,http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
阿里巴巴＋江（志成）,Alibaba + (Alvin) Jiang,http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
博裕,Boyu (Capital),http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
新天域,New Horizon (Capital),http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
某教,certain religion,http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
共妻,hetaerism (wife-sharing),http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
方政,Fang Zheng,http://wp.me/p2pAV0-JDu,2014-07-22,Y,,,,,,,,,,,
令狐剑,Ling Hujian,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
令计划弟弟,Ling Jihua's younger brother,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
新四人帮,new Gang of Four,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
令JH,Ling JH,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
女高音＋军费,soprano+military funds,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
宋＋军纪委,Song + Military Discipline and Inspection Committee,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
宋祖玉,Song Zuyu,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
袁纯清＋自杀,Yuan Chunqing + suicide,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
谭晶,Tan Jing,http://wp.me/p2pAV0-JAY,2014-07-18,Y,,,,,,,,,,,
海门＋抗议,Haimen + protest,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
海门＋游行,Haimen + march,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
海门＋电厂,Haimen + power plant,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
（曾）庆红＋被抓,(Zeng) Qinghong + be caught,,2014-07-16,Y,,,,,,,,,,,
曾庆淮,Zeng Qinghuai,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
军中第一美女,military first beauty,,2014-07-16,Y,,,,,,,,,,,
张澜澜,Zhang Lanlan,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
贾庆L,Jia QingL,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
梅宁华,Mei Ninghua,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,2014-09-23,Y,,,,,,,,,
大老虎＋出事,big tiger + something happened,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
习阿斗,Xi Adou,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
习二,Xi the Second,http://wp.me/p2pAV0-Jz3,2014-07-16,Y,,,,,,,,,,,
星空大师,Master of the Starry Skies,,2014-07-16,Y,,,,,,,,,,,
（宋）祖英＋出事,(Song) Zuying + something happened,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
（宋）祖英＋调查,(Song) Zuying + investigation,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
宋祖英＋军纪委,Song Zuying + military discipline inspection commission,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
宋祖英＋军费,Song Zuying + military funds,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
宋祖英＋挪用,Song Zuying + embezzle,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
宋祖英＋后台,Song Zuying + backstage,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
宋祖英＋蛤蟆,Song Zuying + toad,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
国母（复测）,first lady (retested),http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
老老虎（复测）,old tiger (retested),http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
芮成钢＋被查,Rui Chenggang + be investigated,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,2014-11-06,Y,,,,,,,,,
刘乐飞,Liu Lefei,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
38军＋贾,38 military [divisions] + Jia,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
500余人＋贾,over 500 people + Jia,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
令计划＋大秘,Ling Jihua + big secret,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
郭伯雄,Guo Boxiong,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
郭正钢,Guo Zhenggang,http://wp.me/p2pAV0-Jyl,2014-07-15,Y,,,,,,,,,,,
港人＋上街,Hong Kongers + take to the streets,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
李柱铭,Martin Lee,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
Citizens+Movement,Citizens+Movement,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
亲属在美加,relatives in the US and Canada,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
苗德顺,Miao Deshun,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
匕首 ,dagger,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
重庆＋不会忘记,Chongqing + will not forget,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
令计划＋大内总管, imperial palace housekeeper,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
令计划＋车祸,Ling Jihua + car accident,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
令计划＋情妇,Ling Jihua + mistress,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
毛＋清算, Mao + settle accounts,http://wp.me/p2pAV0-Jnb,2014-06-24,Y,,,,,,,,,,,
赤化,become communist,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
周锋锁,Zhou Fengsuo,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
周封锁,Zhou Fengsuo,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
李卓人,Lee Cheuk-yan,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
令计划＋贪腐,Ling Jihua+corruption,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
令谷,Ling Gu,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
令计（划）＋苏荣,Ling Ji(hua)+Su Rong,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
苏荣＋江泽（民）,Su Rong+Jiang Ze(min),http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
苏荣＋（曾）庆红,Su Rong+(Zeng) Qinghong,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
刘迎霞＋吉林帮,Liu Yingxia+Jilin gang,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
曾庆红＋监视居住,Zeng Qinghong+reseidential surveillance,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
（曾）庆红＋豪宅,(Zeng) Qinghong+mansion,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
贺锦雷,He Jinlei,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
李小鹏,Li Xiaopeng,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
伪基站,fake base station,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
群发＋短信＋设备,crowd sent+text message+equipment,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
非京籍＋抗议,non-Beijing hukou+protest,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
血债帮,blood debt gang,http://wp.me/p2pAV0-Jls,2014-06-20,Y,,,,,,,,,,,
89+(任意字符),89+(any keyword),https://chinadigitaltimes.net/2014/06/sensitive-words-june-4th/,2014-06-04,Y,2014-06-20,N,,,,,,,,,
